Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-21 12:25:32.900,0.203,TCP  ,14361_153,80,192.168.220.8,42933.0,48,  120219,1,.AP...,32,normal,---,---,---
2017-03-15 08:11:03.330,0.0,TCP  ,10106_93,443,192.168.220.13,52459.0,1,      54,1,.A....,0,normal,---,---,---
2017-03-20 22:34:07.953,0.0,TCP  ,192.168.100.5,445,192.168.220.9,57866.0,1,108,1,.AP...,0,normal,---,---,---
2017-03-21 08:39:23.701,0.003,UDP  ,DNS,53,192.168.220.11,37618.0,2,     422,1,......,0,normal,---,---,---
2017-03-17 10:44:59.541,0.0,TCP  ,10001_230,80,192.168.220.16,46384.0,1,      74,1,.A..S.,0,normal,---,---,---
2017-03-16 13:11:37.927,0.0,TCP  ,192.168.200.8,60792,11580_207,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-20 14:55:24.013,0.0,TCP  ,11548_192,80,192.168.220.9,46538.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 07:36:40.318,1.19,TCP  ,192.168.220.15,60919,10141_43,80.0,6,     992,1,.AP.SF,0,normal,---,---,---
2017-03-16 16:11:31.220,0.0,TCP  ,11047_59,443,192.168.220.16,33756.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 11:49:17.954,0.0,TCP  ,192.168.220.6,46969,12553_119,443.0,2,     108,1,...R..,32,normal,---,---,---
2017-03-16 16:44:54.493,0.266,TCP  ,10801_118,443,192.168.220.12,60700.0,3,     303,1,.AP.S.,32,normal,---,---,---
2017-03-17 14:08:47.701,0.155,TCP  ,192.168.220.10,41352,10119_126,443.0,19,    2776,1,.AP.SF,0,normal,---,---,---
2017-03-17 12:37:31.861,0.0,TCP  ,10063_33,80,192.168.220.10,46022.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 04:34:50.909,0.0,TCP  ,192.168.100.5,445,192.168.220.10,50989.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-15 15:43:57.130,0.03,TCP  ,10150_80,443,192.168.220.14,45374.0,4,     295,1,.AP..F,32,normal,---,---,---
2017-03-20 10:22:11.053,0.003,TCP  ,192.168.220.14,40509,192.168.100.5,445.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-21 16:56:57.144,0.035,TCP  ,10964_38,443,192.168.220.9,38408.0,3,     229,1,.AP..F,32,normal,---,---,---
2017-03-15 13:46:00.384,0.0,TCP  ,192.168.220.13,56426,10056_185,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 12:41:39.370,0.001,UDP  ,DNS,53,192.168.220.4,42569.0,2,     226,1,......,0,normal,---,---,---
2017-03-17 12:48:39.367,0.0,TCP  ,11062_193,80,192.168.220.14,47018.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 14:16:20.539,0.0,TCP  ,192.168.220.6,59405,10077_156,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 12:32:09.097,0.0,TCP  ,192.168.220.10,51769,10621_107,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 12:38:37.683,0.219,TCP  ,192.168.220.16,60046,10263_185,443.0,7,    1499,1,.AP.S.,0,normal,---,---,---
2017-03-15 13:41:47.629,0.0,TCP  ,10075_226,80,192.168.200.8,59731.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 18:38:39.188,1.699,TCP  ,192.168.220.8,50596,10163_54,443.0,15,    4427,1,.AP.S.,0,normal,---,---,---
2017-03-16 17:26:47.231,0.0,TCP  ,11670_8,443,192.168.220.15,39475.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 10:23:46.878,0.178,TCP  ,10603_44,443,192.168.220.15,45946.0,6,     766,1,.AP.S.,32,normal,---,---,---
2017-03-20 11:52:10.799,0.0,TCP  ,192.168.220.16,43594,10001_232,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 11:25:36.155,0.0,TCP  ,10582_86,443,192.168.220.11,40215.0,2,     108,1,.A...F,32,normal,---,---,---
2017-03-21 18:12:33.614,0.002,TCP  ,10305_142,443,192.168.220.8,52229.0,3,     198,1,.A...F,32,normal,---,---,---
2017-03-15 01:57:16.125,0.05,TCP  ,192.168.220.16,51769,10000_35,443.0,5,     906,1,.AP.S.,0,normal,---,---,---
2017-03-15 13:48:03.924,0.0,TCP  ,192.168.220.5,54947,10012_27,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 10:12:52.801,0.003,UDP  ,DNS,53,192.168.220.11,54365.0,2,     378,1,......,0,normal,---,---,---
2017-03-21 07:06:38.178,0.0,TCP  ,192.168.200.9,55972,10532_172,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-17 14:34:06.807,0.0,TCP  ,192.168.220.15,34293,10154_190,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 11:00:39.606,0.0,TCP  ,10289_238,443,192.168.220.9,37953.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 18:55:28.015,0.207,TCP  ,192.168.220.15,53068,11637_254,443.0,5,     616,1,.AP.S.,0,normal,---,---,---
2017-03-17 10:41:15.057,0.0,TCP  ,10446_114,80,192.168.220.16,33821.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-19 10:07:43.661,0.0,TCP  ,192.168.200.8,50462,10296_234,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-16 08:08:02.622,0.074,TCP  ,192.168.220.4,47040,10107_58,80.0,5,    2679,1,.AP.S.,0,normal,---,---,---
2017-03-20 12:28:29.292,0.0,TCP  ,14402_114,80,192.168.220.4,39078.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-15 14:46:29.625,0.0,TCP  ,192.168.220.13,58227,10261_148,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 10:13:19.053,0.006,UDP  ,DNS,53,192.168.220.11,33548.0,2,     320,1,......,0,normal,---,---,---
2017-03-20 09:13:13.819,0.0,TCP  ,10082_106,80,192.168.220.13,57732.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-21 11:31:22.186,0.0,TCP  ,192.168.220.16,50580,10412_239,443.0,1,      54,1,.A....,0,normal,---,---,---
2017-03-16 08:43:52.525,0.047,UDP  ,192.168.220.13,53246,DNS,53.0,2,     190,1,......,0,normal,---,---,---
2017-03-16 08:20:08.967,0.013,TCP  ,192.168.220.4,33424,192.168.100.5,445.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-16 16:11:10.909,0.0,TCP  ,192.168.220.16,33757,11047_59,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 10:13:48.251,0.0,TCP  ,192.168.220.14,47700,10133_34,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 11:02:17.916,0.0,TCP  ,10061_206,443,192.168.220.6,60794.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-16 14:38:43.385,0.047,TCP  ,192.168.220.7,37863,10434_208,80.0,4,     641,1,.AP.S.,0,normal,---,---,---
2017-03-20 12:59:49.008,0.0,TCP  ,192.168.200.8,55464,10085_66,443.0,2,     108,1,.A...F,0,normal,---,---,---
2017-03-17 12:07:20.058,0.0,TCP  ,10901_40,443,192.168.220.14,42827.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 12:12:12.070,1.229,TCP  ,192.168.200.8,65444,10969_100,443.0,23,    2671,1,.AP.S.,0,normal,---,---,---
2017-03-20 15:35:05.105,0.022,TCP  ,192.168.220.10,48452,10159_90,80.0,2,     132,1,.A...F,0,normal,---,---,---
2017-03-21 10:25:21.469,0.0,TCP  ,10012_8,80,192.168.210.5,60182.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 13:06:41.568,0.0,UDP  ,192.168.200.9,58912,DNS,53.0,1,      77,1,......,0,normal,---,---,---
2017-03-16 11:55:55.414,0.0,TCP  ,12134_126,80,192.168.220.11,45885.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 12:13:09.281,0.035,UDP  ,DNS,53,192.168.220.6,56994.0,2,     316,1,......,0,normal,---,---,---
2017-03-15 11:00:26.607,0.037,UDP  ,DNS,53,192.168.220.9,53570.0,2,     214,1,......,0,normal,---,---,---
2017-03-17 15:54:12.203,0.002,UDP  ,192.168.220.8,58551,DNS,53.0,2,     154,1,......,0,normal,---,---,---
2017-03-21 11:09:19.636,0.0,TCP  ,12008_35,80,192.168.220.9,43870.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-21 15:41:38.412,0.127,TCP  ,192.168.200.4,46360,11422_53,443.0,11,    1873,1,.AP.S.,0,normal,---,---,---
2017-03-15 15:24:48.944,0.0,TCP  ,10399_39,80,192.168.200.4,56412.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 07:12:53.896,0.0,TCP  ,EXT_SERVER,8082,192.168.200.9,51072.0,1,     200,1,.AP...,32,normal,---,---,---
2017-03-15 18:36:41.903,0.0,TCP  ,192.168.220.8,53351,10576_91,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 08:30:17.686,0.434,TCP  ,10642_42,443,192.168.220.7,46440.0,4,    1170,1,.AP...,32,normal,---,---,---
2017-03-16 06:45:16.929,0.519,TCP  ,192.168.220.6,37126,11310_255,443.0,12,    2043,1,.AP.S.,0,normal,---,---,---
2017-03-16 16:03:15.390,0.0,TCP  ,192.168.220.16,60446,10394_149,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 10:05:41.485,0.991,TCP  ,10082_57,80,192.168.220.8,32916.0,2,     148,1,.A..S.,32,normal,---,---,---
2017-03-21 11:38:23.394,0.0,TCP  ,10163_10,443,192.168.220.9,57781.0,4,     247,1,.AP..F,0,normal,---,---,---
2017-03-16 16:59:47.411,0.313,TCP  ,192.168.200.8,55673,10118_55,443.0,3,    1660,1,.AP...,0,normal,---,---,---
2017-03-15 11:25:11.314,0.0,UDP  ,DNS,53,192.168.220.6,48777.0,1,     165,1,......,0,normal,---,---,---
2017-03-15 10:58:20.283,0.0,TCP  ,10793_162,80,192.168.210.4,59735.0,1,      66,1,.A..S.,32,normal,---,---,---
2017-03-20 11:03:11.753,1.051,TCP  ,192.168.220.10,59041,10092_102,80.0,5,     782,1,.AP.SF,0,normal,---,---,---
2017-03-20 15:00:20.612,0.0,TCP  ,192.168.220.13,37174,10296_243,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 16:53:52.860,0.039,TCP  ,13065_178,80,192.168.220.13,50208.0,3,     676,1,.AP.S.,32,normal,---,---,---
2017-03-20 13:46:13.173,0.0,TCP  ,10012_34,80,192.168.200.4,45577.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 13:47:11.600,1.0,TCP  ,10012_27,80,192.168.220.5,55142.0,2,     148,1,.A..S.,32,normal,---,---,---
2017-03-16 12:36:25.167,0.064,TCP  ,192.168.220.7,32883,10527_10,443.0,2,     178,1,.AP...,0,normal,---,---,---
2017-03-16 18:36:06.410,0.072,TCP  ,192.168.220.7,52500,10224_165,80.0,4,     639,1,.AP...,0,normal,---,---,---
2017-03-21 18:12:29.954,0.042,TCP  ,192.168.220.8,52254,10305_142,443.0,5,     633,1,.AP.S.,0,normal,---,---,---
2017-03-17 13:32:57.138,0.0,TCP  ,192.168.220.5,42161,11396_48,443.0,1,      54,1,.A....,0,normal,---,---,---
2017-03-17 17:07:24.349,0.0,TCP  ,192.168.220.14,50610,10075_226,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-18 08:23:29.831,0.0,TCP  ,10223_4,80,192.168.220.7,35484.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 16:54:01.981,0.0,TCP  ,10081_164,80,192.168.220.13,41760.0,1,     686,1,.AP...,0,normal,---,---,---
2017-03-20 14:22:19.004,0.0,TCP  ,10056_48,443,192.168.220.8,46085.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 12:56:04.636,0.0,TCP  ,10082_172,80,192.168.220.14,34454.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 11:44:09.868,0.002,TCP  ,192.168.220.16,39742,10150_53,80.0,2,     132,1,.A...F,0,normal,---,---,---
2017-03-16 13:32:40.347,0.0,TCP  ,12799_245,80,192.168.200.9,57351.0,1,      54,1,.A...F,32,normal,---,---,---
2017-03-16 14:15:58.969,0.0,TCP  ,10320_171,80,192.168.220.4,37994.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 12:36:38.279,1.176,TCP  ,10163_9,443,192.168.220.16,58010.0,2,    1472,1,.AP...,0,normal,---,---,---
2017-03-16 03:42:37.876,0.0,UDP  ,DNS,53,192.168.100.4,40771.0,1,     131,1,......,0,normal,---,---,---
2017-03-15 12:26:28.738,0.0,TCP  ,192.168.200.8,53037,11466_207,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-16 15:25:21.852,0.275,TCP  ,192.168.210.5,59226,10309_27,443.0,8,    1282,1,.AP.S.,0,normal,---,---,---
2017-03-16 16:59:12.962,3.361,TCP  ,192.168.200.8,55540,13609_185,443.0,10,    6884,1,.AP.S.,0,normal,---,---,---
2017-03-17 15:50:02.378,0.0,TCP  ,10100_133,80,192.168.220.14,48499.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-16 09:49:56.394,0.0,TCP  ,10131_216,80,192.168.200.9,53377.0,1,      66,1,.A..S.,32,normal,---,---,---
2017-03-20 10:58:01.978,0.016,TCP  ,192.168.220.6,40952,10704_25,80.0,2,     140,1,.A..S.,0,normal,---,---,---
2017-03-21 10:26:06.276,0.0,TCP  ,11380_22,443,192.168.220.4,60655.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 18:32:30.471,0.0,TCP  ,192.168.220.15,37581,10056_70,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 15:00:11.407,0.037,UDP  ,DNS,53,192.168.200.4,34523.0,2,     342,1,......,0,normal,---,---,---
2017-03-15 19:07:03.825,0.219,TCP  ,192.168.200.9,61578,EXT_SERVER,8082.0,2,     319,1,.AP...,0,normal,---,---,---
2017-03-17 11:32:21.530,0.21,TCP  ,192.168.210.5,50780,11331_140,443.0,2,     154,1,.AP...,0,normal,---,---,---
2017-03-16 11:42:17.435,0.0,TCP  ,10478_22,443,192.168.200.8,49875.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-16 12:46:02.005,0.015,TCP  ,10796_85,443,192.168.220.11,41726.0,2,     132,1,.A...F,32,normal,---,---,---
2017-03-21 13:09:17.756,0.324,TCP  ,192.168.200.4,42832,14252_60,443.0,3,     198,1,.A...F,0,normal,---,---,---
2017-03-15 13:20:14.161,0.0,UDP  ,DNS,53,192.168.220.15,38395.0,1,     299,1,......,0,normal,---,---,---
2017-03-17 13:05:31.459,0.0,TCP  ,10223_4,443,192.168.220.8,57453.0,1,66,1,.A....,0,normal,---,---,---
2017-03-16 13:08:47.876,0.135,TCP  ,192.168.200.8,59812,10575_79,443.0,43,    4431,1,.AP.S.,0,normal,---,---,---
2017-03-15 17:40:27.388,0.0,UDP  ,192.168.200.8,49322,DNS,53.0,1,      74,1,......,0,normal,---,---,---
2017-03-21 06:46:51.321,0.135,TCP  ,192.168.220.9,50625,10827_172,443.0,9,    2250,1,.AP.S.,0,normal,---,---,---
2017-03-16 18:20:37.204,0.0,UDP  ,DNS,53,192.168.220.15,41653.0,1,     157,1,......,0,normal,---,---,---
2017-03-16 16:44:11.760,0.0,TCP  ,11272_201,443,192.168.220.12,41097.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 13:36:32.650,0.0,TCP  ,10056_70,443,192.168.220.16,56669.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-16 12:02:45.219,0.0,TCP  ,11184_35,443,192.168.220.6,57284.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 11:51:33.330,0.0,TCP  ,11840_69,443,192.168.220.12,41811.0,1,     334,1,.AP...,32,normal,---,---,---
2017-03-17 17:04:31.227,0.0,TCP  ,192.168.220.14,50897,10091_2,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 15:21:13.788,0.0,TCP  ,10118_111,443,192.168.220.14,33348.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 18:01:41.624,0.031,TCP  ,192.168.220.7,41883,10060_27,80.0,5,     763,1,.AP.S.,0,normal,---,---,---
2017-03-21 12:21:41.858,0.026,TCP  ,192.168.220.4,49920,10199_8,443.0,5,     453,1,.AP..F,0,normal,---,---,---
2017-03-21 13:44:01.853,0.0,TCP  ,10012_43,80,192.168.220.4,34847.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 08:26:59.961,0.978,TCP  ,10527_10,443,192.168.210.5,54434.0,142,  273706,1,.AP...,32,normal,---,---,---
2017-03-16 07:11:45.357,0.0,TCP  ,10224_166,80,192.168.220.15,43740.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-17 06:48:44.432,0.0,UDP  ,192.168.210.5,50645,DNS,53.0,1,      74,1,......,0,normal,---,---,---
2017-03-19 16:46:26.256,0.004,TCP  ,192.168.220.7,41802,192.168.100.5,445.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-21 13:52:59.413,0.0,TCP  ,192.168.220.4,45126,10057_41,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 15:59:25.021,0.027,TCP  ,10163_11,443,192.168.220.16,58079.0,3,     193,1,.AP..F,0,normal,---,---,---
2017-03-21 10:38:21.715,0.0,TCP  ,14255_72,443,192.168.220.14,50045.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 16:38:39.962,0.0,TCP  ,192.168.220.12,41573,10056_19,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 09:35:59.676,0.0,TCP  ,10012_19,80,192.168.220.16,38620.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-19 07:47:02.330,0.226,TCP  ,192.168.200.9,51158,EXT_SERVER,8082.0,2,     319,1,.AP...,0,normal,---,---,---
2017-03-21 13:20:02.227,0.0,TCP  ,14252_182,443,192.168.220.8,45392.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-21 08:50:36.492,0.0,UDP  ,DNS,53,192.168.210.5,60924.0,1,     125,1,......,0,normal,---,---,---
2017-03-17 17:06:41.813,0.043,TCP  ,10063_33,80,192.168.200.9,49432.0,12,   24076,1,.AP..F,32,normal,---,---,---
2017-03-16 15:41:59.823,0.0,TCP  ,192.168.220.12,56048,10106_93,443.0,1,      54,1,.A....,0,normal,---,---,---
2017-03-20 15:10:24.432,0.026,TCP  ,192.168.220.15,59307,10296_238,80.0,2,     132,1,.A...F,0,normal,---,---,---
2017-03-20 11:21:24.257,0.0,UDP  ,192.168.220.10,58458,DNS,53.0,1,      76,1,......,0,normal,---,---,---
2017-03-17 12:30:21.503,0.0,TCP  ,10200_175,80,192.168.220.13,45006.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 11:03:02.487,0.0,UDP  ,DNS,53,192.168.220.9,44114.0,2,     388,1,......,0,normal,---,---,---
2017-03-15 16:07:28.893,0.034,TCP  ,11785_193,443,192.168.220.14,58137.0,3,     193,1,.AP..F,32,normal,---,---,---
2017-03-15 23:42:04.441,0.003,TCP  ,192.168.220.16,58844,192.168.100.5,445.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-17 15:42:11.684,0.064,TCP  ,10499_66,443,192.168.220.14,39201.0,4,     737,1,.AP...,32,normal,---,---,---
2017-03-18 08:31:24.075,0.072,TCP  ,10296_227,443,192.168.220.7,38072.0,5,     528,1,.AP...,32,normal,---,---,---
2017-03-15 17:51:05.205,0.0,TCP  ,10593_173,443,192.168.220.8,37395.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-18 07:51:02.650,0.0,TCP  ,192.168.220.7,60061,14193_162,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 16:59:22.256,0.0,TCP  ,192.168.220.4,35316,10022_197,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 14:55:55.290,0.0,TCP  ,192.168.220.9,53106,10056_89,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 13:27:03.173,0.131,TCP  ,10480_39,443,192.168.220.15,46913.0,4,     295,1,.AP..F,32,normal,---,---,---
2017-03-16 17:01:32.820,0.0,TCP  ,192.168.200.8,55987,10762_88,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-21 12:45:04.544,0.0,TCP  ,12882_243,80,192.168.220.10,44912.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-15 18:55:05.951,0.0,TCP  ,10088_9,80,192.168.220.8,35972.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 19:42:10.714,0.0,TCP  ,192.168.100.5,445,192.168.220.4,53065.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-21 02:38:33.140,0.036,UDP  ,DNS,53,192.168.220.16,39893.0,2,     234,1,......,0,normal,---,---,---
2017-03-16 14:15:55.002,0.0,TCP  ,192.168.220.6,40701,12907_111,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 10:06:34.766,0.0,TCP  ,12324_27,80,192.168.220.13,39793.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 14:50:37.098,0.0,TCP  ,192.168.220.11,51272,11428_30,443.0,1,      66,1,.A...F,0,normal,---,---,---
2017-03-16 11:28:16.571,0.0,UDP  ,192.168.220.6,138,192.168.220.255,138.0,1,     262,1,......,0,normal,---,---,---
2017-03-20 14:10:28.752,0.02,TCP  ,10012_17,80,192.168.210.5,60448.0,25,   44097,1,.AP...,32,normal,---,---,---
2017-03-17 14:07:31.499,0.0,TCP  ,192.168.220.16,54933,10000_35,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 15:47:44.746,0.0,TCP  ,192.168.220.7,41892,10022_207,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 04:27:53.533,0.0,UDP  ,192.168.200.5,137,192.168.200.255,137.0,1,      92,1,......,0,normal,---,---,---
2017-03-16 07:51:20.434,0.0,TCP  ,192.168.220.7,57442,10796_85,443.0,2,     185,1,.AP..F,0,normal,---,---,---
2017-03-17 14:07:24.570,0.002,UDP  ,DNS,53,192.168.220.13,48771.0,2,     482,1,......,0,normal,---,---,---
2017-03-17 17:24:33.752,0.0,TCP  ,192.168.220.9,55922,11062_193,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 17:43:44.462,0.0,TCP  ,12324_27,80,192.168.220.9,47135.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 13:04:32.507,0.0,TCP  ,192.168.210.4,60033,10194_82,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-20 16:51:08.374,0.0,TCP  ,192.168.220.8,38160,10585_220,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 16:47:48.674,1.83,TCP  ,192.168.200.9,53804,10223_61,80.0,3,     174,1,.A.RS.,0,normal,---,---,---
2017-03-17 07:06:12.608,0.0,TCP  ,192.168.220.10,43491,10001_232,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 11:37:00.606,0.001,TCP  ,11878_68,443,192.168.220.16,57225.0,2,     457,1,.AP...,32,normal,---,---,---
2017-03-17 13:49:04.077,0.0,TCP  ,192.168.100.5,445,192.168.220.9,44197.0,1,      70,1,.AP...,0,normal,---,---,---
2017-03-20 13:28:16.634,0.0,TCP  ,192.168.220.16,41307,14387_229,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 08:07:59.490,0.005,UDP  ,DNS,53,192.168.220.4,48037.0,2,     276,1,......,0,normal,---,---,---
2017-03-21 21:44:59.594,0.0,TCP  ,192.168.100.5,445,192.168.200.4,48596.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-20 16:39:53.396,0.0,TCP  ,192.168.220.14,43336,10062_127,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 10:05:55.153,0.0,TCP  ,10206_7,443,192.168.220.13,33630.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-21 12:29:20.156,0.012,TCP  ,10163_54,443,192.168.220.16,53179.0,2,     108,1,.A...F,0,normal,---,---,---
2017-03-21 09:56:29.525,0.0,TCP  ,10012_25,80,192.168.220.16,46446.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 16:11:33.761,0.0,TCP  ,192.168.220.7,35743,10110_11,443.0,3,     198,1,.A...F,0,normal,---,---,---
2017-03-15 14:44:41.833,0.0,TCP  ,10098_125,443,192.168.220.13,50202.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 08:34:25.937,0.0,TCP  ,192.168.220.4,46569,11184_35,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 11:00:47.255,0.0,TCP  ,10296_226,80,192.168.210.5,51292.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-18 13:58:33.863,0.0,TCP  ,10793_130,80,192.168.220.14,49814.0,1,      74,1,.A..S.,32,normal,---,---,---
2017-03-21 10:14:06.102,0.0,TCP  ,14252_7,443,192.168.220.4,44604.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 12:29:35.091,0.0,TCP  ,192.168.220.6,51915,10223_24,80.0,1,      66,1,.A...F,0,normal,---,---,---
2017-03-16 17:14:40.443,0.0,TCP  ,11923_76,80,192.168.210.5,62441.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 06:28:58.572,7.315,TCP  ,10422_33,443,192.168.220.4,56381.0,449,   1.0 M,1,.AP.S.,32,normal,---,---,---
2017-03-21 11:22:21.739,0.045,TCP  ,10619_191,443,192.168.220.16,43377.0,4,     422,1,.AP.S.,0,normal,---,---,---
2017-03-16 17:38:42.951,0.032,UDP  ,DNS,53,192.168.220.15,38121.0,2,     257,1,......,0,normal,---,---,---
2017-03-16 14:37:03.245,0.0,UDP  ,192.168.220.16,59583,DNS,53.0,1,      74,1,......,0,normal,---,---,---
2017-03-15 16:02:16.897,0.474,TCP  ,10276_216,80,192.168.220.14,51144.0,6,    6636,1,.AP.S.,32,normal,---,---,---
2017-03-20 07:28:50.709,1.102,TCP  ,11054_192,443,192.168.210.5,55821.0,4,    1020,1,.AP...,0,normal,---,---,---
2017-03-17 13:40:55.085,1.499,TCP  ,10352_165,443,192.168.220.13,32944.0,5,    3101,1,.AP..F,32,normal,---,---,---
2017-03-18 01:41:13.752,0.0,TCP  ,192.168.100.5,445,192.168.220.13,60701.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-21 07:36:17.392,0.235,TCP  ,10108_7,80,192.168.220.15,60330.0,3,     630,1,.AP.S.,0,normal,---,---,---
2017-03-15 11:04:54.081,0.0,TCP  ,10096_86,443,192.168.220.14,41777.0,2,     163,1,.AP..F,32,normal,---,---,---
2017-03-21 08:35:17.616,0.016,TCP  ,10979_53,80,192.168.220.13,58520.0,4,     665,1,.AP.S.,32,normal,---,---,---
2017-03-16 10:42:24.686,0.0,TCP  ,10545_210,80,192.168.200.9,57018.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-19 02:47:42.853,0.0,TCP  ,192.168.100.5,445,192.168.220.10,50989.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-15 16:28:59.547,0.0,TCP  ,192.168.220.4,52679,10438_216,80.0,1,      54,1,.A...F,0,normal,---,---,---
2017-03-16 07:52:23.016,0.0,UDP  ,192.168.200.8,60057,DNS,53.0,1,      79,1,......,0,normal,---,---,---
2017-03-17 09:23:10.316,0.0,TCP  ,192.168.220.13,44580,10056_138,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 02:00:25.580,0.0,TCP  ,EXT_SERVER,8082,192.168.200.9,61578.0,1,     200,1,.AP...,32,normal,---,---,---
2017-03-17 06:13:25.352,0.0,TCP  ,192.168.220.4,50439,10313_80,80.0,1,      66,1,.A....,0,normal,---,---,---
